site_no,year,value,count
271030080142602,1986,6.588333333333334,6
271030080142602,1987,8.183333333333334,3
271030080142602,1988,8.585,4
271030080142602,1989,14.295,4
271030080142602,1990,15.873333333333335,3
271030080142602,1991,9.8575,4
271030080142602,1992,11.059999999999999,4
271030080142602,1993,9.766666666666666,3
271031080150901,1975,7.43,1
271031080150901,1976,11.74,1
271031080150901,1981,9.479999999999999,6
271031080150901,1982,7.095833333333334,12
271031080150901,1983,6.545454545454546,11
271031080150901,1984,7.274166666666667,12
271031080150901,1985,7.451428571428571,14
271031080150901,1986,6.805,12
271031080150901,1987,8.17,7
271031080150902,1981,6.4675,4
271031080150902,1982,6.7775,4
271031080150902,1983,5.43,3
271031080150902,1984,6.46,3
271031080150902,1985,5.9775,4
271031080150902,1986,5.414,5
271031080150902,1987,7.06,3
271032080135301,1986,10.25,2
271032080135301,1987,12.64,4
271032080135301,1988,8.77,2
271032080135301,1989,11.2725,4
271032080135301,1990,11.6275,4
271032080135301,1991,7.1225000000000005,4
271032080135301,1992,9.99,4
271032080135301,1993,9.903333333333334,3
271032080135301,1994,9.783333333333333,3
271032080141901,1986,6.29,1
271032080141901,1987,7.925,2
271032080141901,1988,7.4475,4
271032080141901,1989,10.325,2
271032080141902,1986,7.1,1
271032080141902,1987,10.97,1
271032080141902,1988,9.0,1
271032080141902,1989,11.094999999999999,2
271050080122301,1981,6.1125,4
271050080122301,1982,6.445,4
271050080122301,1983,5.486666666666667,3
271050080122301,1984,5.8875,4
271050080122301,1985,6.1,4
271050080122301,1986,5.944,5
271050080122301,1987,5.9925,4
271050080122301,1988,5.835,4
271050080122301,1989,6.745,4
271050080122301,1990,6.6525,4
271050080122301,1991,5.4433333333333325,3
271108080133501,1981,16.73,3
271109080125501,1975,7.73,1
271109080125501,1976,9.65,1
271109080125501,1981,8.1775,8
271109080125501,1982,6.814,10
271109080125501,1983,5.499090909090909,11
271109080125501,1984,5.32,12
271109080125501,1985,5.978,10
271109080125501,1986,5.489285714285714,14
271109080125501,1987,6.156923076923078,13
271109080125501,1988,5.412727272727273,11
271109080125501,1989,5.9925,12
271109080125501,1990,8.120000000000001,14
271109080125501,1991,6.9366666666666665,12
271109080125501,1992,7.323333333333333,12
271109080125501,1993,7.053333333333334,12
271109080125501,1994,7.113333333333333,9
271109080125502,1981,6.5125,4
271109080125502,1982,6.55,3
271109080125502,1983,5.703333333333333,3
271109080125502,1984,5.9425,4
271109080125502,1985,6.0075,4
271109080125502,1986,5.91,5
271109080125502,1987,6.065,4
271109080125502,1988,5.6575,4
271109080125502,1989,6.5275,4
271109080125502,1990,6.388571428571429,7
271109080125502,1991,5.353333333333333,12
271109080125502,1992,5.899166666666667,12
271109080125502,1993,5.786,10
271109080125502,1994,5.87,3
271114080152701,1982,3.09,2
271114080152701,1983,2.8966666666666665,3
271114080152701,1984,3.6225,4
271114080152701,1985,3.1275,4
271114080152701,1986,3.205,6
271114080152701,1987,3.1466666666666665,3
271114080152701,1988,3.295,4
271114080152701,1989,4.0575,4
271114080152701,1990,3.8575,4
271114080152701,1991,2.9050000000000002,4
271114080152701,1992,3.3925,4
271114080152701,1993,3.323333333333333,3
271114080152701,1994,3.65,3
271123080135101,1981,11.596666666666668,9
271123080135101,1982,10.15,12
271123080135101,1983,9.967,10
271123080135101,1984,9.590833333333334,12
271123080135101,1985,9.512142857142857,14
271123080135101,1986,9.592307692307692,13
271123080135101,1987,10.322142857142856,14
271123080135101,1988,10.741818181818182,11
271123080135101,1989,12.071666666666667,12
271123080135101,1990,11.392142857142858,14
271123080135101,1991,8.953333333333333,12
271123080135101,1992,10.315833333333334,12
271123080135101,1993,9.199166666666667,12
271123080135101,1994,9.656666666666666,9
271123080135102,1981,11.5425,4
271123080135102,1982,10.805,4
271123080135102,1983,9.756666666666668,3
271123080135102,1984,10.1725,4
271123080135102,1985,9.42,4
271123080135102,1986,9.595,6
271123080135102,1987,9.98,4
271123080135102,1988,10.715,4
271123080135102,1989,11.86,4
271123080135102,1990,11.2575,4
271123080135102,1991,8.955,4
271123080135102,1992,10.337499999999999,4
271123080135102,1993,9.843333333333334,3
271123080135102,1994,10.406666666666666,3
271127080144701,1981,9.276250000000001,8
271127080144701,1982,7.185,12
271127080144701,1983,6.966363636363636,11
271127080144701,1984,7.383333333333333,12
271127080144701,1985,6.845833333333334,12
271127080144701,1986,6.7309090909090905,11
271127080144701,1987,7.413571428571429,14
271127080144701,1988,7.681818181818182,11
271127080144701,1989,9.5375,12
271127080144701,1990,8.927333333333333,15
271127080144701,1991,6.412727272727273,11
271127080144701,1992,7.289166666666667,12
271127080144701,1993,6.623333333333334,12
271127080144701,1994,7.378888888888889,9
271127080144702,1981,9.7875,4
271127080144702,1982,9.073333333333332,3
271127080144702,1983,6.953333333333333,3
271127080144702,1984,8.44,4
271127080144702,1985,6.7775,4
271127080144702,1986,6.970000000000001,5
271127080144702,1987,7.63,4
271127080144702,1988,7.5,3
271127080144702,1989,10.21,4
271127080144702,1990,8.55,4
271127080144702,1991,6.617999999999999,5
271127080144702,1992,7.3933333333333335,3
271127080144702,1993,7.303333333333334,3
271127080144702,1994,8.143333333333333,3
271145080130401,1981,7.96,1
271145080130401,1982,6.813333333333333,3
271145080130401,1983,5.829999999999999,3
271145080130401,1984,5.995,4
271145080130401,1985,6.28,3
271148080141201,1975,6.55,1
271148080141201,1976,7.65,1
271148080141201,1981,6.171250000000001,8
271148080141201,1982,3.9808333333333334,12
271148080141201,1983,3.8845454545454547,11
271148080141201,1984,4.04,12
271148080141201,1985,4.017272727272727,11
271148080141201,1986,3.976923076923077,13
271148080141201,1987,4.8500000000000005,13
271148080141201,1988,5.067272727272727,11
271148080141201,1989,6.264166666666667,12
271148080141201,1990,5.6525,12
271148080141201,1991,3.4133333333333336,12
271148080141201,1992,4.3308333333333335,12
271148080141201,1993,3.4183333333333334,12
271148080141201,1994,4.12,9
271148080141202,1981,8.1725,4
271148080141202,1982,6.8025,4
271148080141202,1983,5.906666666666666,3
271148080141202,1984,6.5024999999999995,4
271148080141202,1985,5.875,4
271148080141202,1986,6.202,5
271148080141202,1987,6.66,4
271148080141202,1988,6.765,4
271148080141202,1989,8.24,4
271148080141202,1990,7.682499999999999,4
271148080141202,1991,5.175,4
271148080141202,1992,7.005,4
271148080141202,1993,5.919999999999999,3
271148080141202,1994,6.3999999999999995,3
271150080164201,1989,1.946666666666667,3
271150080164201,1990,0.78,1
271150080164201,1991,0.775,2
271150080164201,1992,0.4,1
271156080141201,1981,9.605,8
271156080141201,1982,8.612727272727273,11
271156080141201,1983,8.588181818181818,11
271156080141201,1984,8.646666666666667,12
271156080141201,1985,8.908333333333333,12
271156080141201,1986,8.75,13
271156080141201,1987,9.138571428571428,14
271156080141201,1988,9.2175,12
271156080141201,1989,10.091666666666667,12
271156080141201,1990,9.710714285714285,14
271156080141201,1991,8.336666666666668,12
271156080141201,1992,8.850833333333334,12
271156080141201,1993,8.3575,12
271156080141201,1994,8.793333333333333,9
271202080132501,1981,7.6375,4
271202080132501,1982,6.455,2
271202080132501,1983,5.82,3
271202080132501,1984,6.235,4
271202080132501,1985,6.405,4
271202080132501,1986,6.672,5
271202080132501,1987,7.1175,4
271202080132501,1988,6.9275,4
271202080132501,1989,8.1775,4
271202080132501,1994,6.023333333333333,3
271215080200802,1988,9.9,1
271215080200802,1989,8.52,2
271215080200802,1990,8.978,5
271215080200802,1991,8.099166666666667,12
271215080200802,1992,8.049999999999999,12
271215080200802,1993,7.636666666666667,12
271215080200802,1994,7.59,12
271215080200802,1995,8.076666666666666,9
271223080222101,1991,2.56,1
271249080104403,1986,-33.35,1
271249080104403,1987,-47.57,1
271249080104403,1988,-48.370000000000005,2
271249080104403,1989,-47.17,1
271249080104403,1991,-48.545,2
271249080104403,1992,-47.845,2
271249080104403,1993,-47.745,2
271249080104403,1994,-45.92,1
271249080104403,1995,-46.97,2
271249080104403,1996,-46.805,2
271249080104403,1997,-47.01,1
271249080104403,1998,-47.519999999999996,2
271249080104403,1999,-38.21,2
271249080104403,2000,-45.875,2
271249080104403,2001,-45.65,1
271249080104403,2002,-47.56,1
271249080104403,2007,-46.0,2
271249080104403,2008,-46.92,2
271249080104403,2009,-46.8,2
271249080104403,2010,-47.254999999999995,2
271249080104403,2011,-46.18,2
271315080132601,1975,21.2,1
271315080132601,1987,23.6475,4
271315080132601,1988,23.68,1
271315080132601,1989,25.185000000000002,4
271315080132601,1990,24.326666666666668,3
271315080132601,1991,21.794,5
271315080132601,1992,22.094,5
271315080132601,1993,21.195,8
271315080132601,1994,22.53333333333333,3
271315080132601,1995,21.423333333333332,3
271322080143501,1981,8.6,1
271322080143501,1982,5.17,1
271322080143501,1985,5.6850000000000005,2
271322080143501,1987,6.505000000000001,2
271357080161801,1993,6.19,1
271357080161801,1995,2.66,1
271358080160101,1975,2.99,1
271358080160101,1976,4.63,2
271358080160101,1981,4.61,1
271358080160101,1982,2.64,1
271441080162101,1975,3.6,1
271441080162101,1976,5.25,2
271441080162101,1981,6.17,1
271441080162101,1982,3.84,1
271442080141801,1975,6.86,1
271442080141801,1976,9.56,1
271444080141101,1989,9.765,2
271444080141101,1990,7.0675,4
271444080141101,1991,5.5430769230769235,13
271444080141101,1992,6.335,12
271444080141101,1993,3.83,4
271444080141102,1990,6.576666666666667,3
271444080141102,1991,5.7907692307692304,13
271444080141102,1992,5.958333333333333,12
271444080141102,1993,4.125,4
271457080190201,1989,7.505000000000001,2
271457080190201,1991,6.12,1
271457080190201,1992,4.12,1
271457080190201,1993,6.18,2
271457080190201,1994,5.33,4
271457080190201,1995,5.636666666666667,3
271536080170001,1988,9.120000000000001,2
271536080170001,1989,10.0,2
271536080170001,1991,8.76,1
271536080170001,1993,8.86,1
290754095033502,1972,19.0,1
290754095033502,1977,19.18,1
290754095033502,1978,20.975,2
290754095033502,1979,18.68,2
290754095033502,1980,6.885,2
290754095033502,1981,2.56,1
290754095033502,1982,4.0,2
290754095033502,1983,2.09,1
290818095025201,1972,32.6,1
290818095025201,1975,25.27,2
290818095025201,1976,30.0,2
290818095025201,1977,29.57,1
290818095025201,1978,26.64,1
290818095025201,1979,22.67,2
290818095025201,1980,15.3,2
290818095025201,1981,13.11,1
290818095025201,1982,12.99,2
290818095025201,1983,12.41,1
291359095113401,2014,56.51,1
291359095113401,2015,57.07,1
291359095113401,2016,57.95,1
291359095113401,2017,57.35,1
291359095113401,2018,58.09,1
291359095113401,2019,57.945,2
291359095113401,2020,59.89,1
291359095113401,2021,57.09,1
291359095113401,2023,66.71,1
291359095113401,2024,61.51,1
291359095113401,2025,71.15,1
291359095113402,2007,52.0,1
291723095435701,1978,104.0,1
291800094480301,1970,34.894999999999996,2
291800094480301,1971,33.055,2
291800094480301,1972,32.085,2
291800094480301,1973,17.74,1
291800094480301,1974,31.97,2
291800094480301,1975,33.26,2
291800094480301,1976,38.155,2
291800094480301,1977,32.49333333333333,3
291800094480301,1978,30.729999999999997,2
291800094480301,1979,20.53,2
291800094480301,1980,14.97,2
291800094480301,1981,30.69,1
291800094480301,1982,29.185,2
291800094480301,1983,6.325,2
291800094480301,1984,23.9,1
291800094480301,1985,27.06,1
291800094480301,1986,27.47,1
291800094480301,1988,22.96,1
291800094480301,1989,26.02,1
291800094480301,1995,26.08,1
291800094480301,1996,23.5,1
291800094480301,1997,28.3,1
291800094480301,1998,25.09,1
291800094480301,1999,24.02,1
291800094480301,2000,27.35,1
291800094480301,2001,12.54,1
291800094480301,2002,10.27,1
291800094480301,2003,7.89,1
291800094480301,2004,2.74,1
291800094480301,2005,5.225,2
291800094480301,2006,2.82,1
291800094480301,2008,7.2250000000000005,2
291800094480301,2010,7.54,2
291800094480301,2011,17.62,1
291800094480301,2013,4.87,1
291800094480301,2014,1.65,1
291800094480301,2015,1.15,1
291800094480301,2016,6.49,1
291800094480301,2017,1.7,1
291800094480301,2018,1.54,1
291800094480301,2019,9.81,1
291800094480301,2020,10.719999999999999,2
291800094480301,2021,12.58,1
291800094480301,2023,8.4,1
291800094480301,2024,6.9,1
291800094480301,2025,1.6,1
291908095414901,1986,92.93,1
291908095414901,1987,80.1,1
291908095414901,1990,82.01,1
291908095414901,1991,84.02,1
291908095414901,1992,82.73,1
291908095414901,1993,79.57,1
291908095414901,1994,78.93,1
291908095414901,1995,78.02,1
291908095414901,1996,78.24,1
291908095414901,1997,81.06,1
291908095414901,1998,78.23,1
291908095414901,1999,80.36,1
291908095414901,2000,78.11,1
291913095452101,1977,80.0,1
291919095485101,1981,92.0,1
291919095485101,1987,67.7,1
291919095485101,1990,71.71,1
291919095485101,1991,71.15,1
291919095485101,1992,68.83,1
291919095485101,1993,70.08,1
291919095485101,1994,69.67,1
291919095485101,1995,68.1,1
291919095485101,1996,68.26,1
291919095485101,1998,62.57,1
291919095485101,1999,63.31,1
291919095485101,2000,62.9,1
291919095485101,2001,62.62,1
291919095485101,2002,61.0,1
291919095485101,2003,57.28,1
291919095485101,2004,59.03,1
291919095485101,2005,57.19,1
291919095485101,2006,58.8,1
291919095485101,2007,57.59,1
291919095485101,2008,54.87,1
291919095485101,2009,56.76,1
291919095485101,2010,56.965,2
291919095485101,2011,60.13,1
291919095485101,2012,58.89,1
291919095485101,2013,58.64,1
291919095485101,2015,58.34,1
291919095485101,2016,56.86,1
291919095485101,2017,56.15,1
291919095485101,2018,55.55,1
291919095485101,2019,55.11,1
291919095485101,2020,55.535,2
291919095485101,2021,54.51,1
291919095485101,2023,54.98,1
291919095485101,2024,56.480000000000004,2
291943095400201,1986,17.27,1
291949095024801,1970,109.295,2
291949095024801,1971,110.875,2
291949095024801,1972,114.53,2
291949095024801,1973,116.77,1
291949095024801,1974,111.985,2
291949095024801,1975,112.965,2
291949095024801,1976,111.46,3
291949095024801,1977,109.64999999999999,7
291949095024801,1978,101.4525,4
291949095024801,1979,96.06333333333333,6
291949095024801,1980,95.54,5
291949095024801,1981,95.60333333333334,3
291949095024801,1982,90.37333333333333,3
291949095024801,1983,87.07499999999999,2
291949095024801,1984,87.44,1
291949095024801,1985,84.16,1
291949095024801,1986,81.61,1
291949095024801,1987,78.05,1
291949095024801,1988,78.88,1
291949095024801,1989,82.14,1
291949095024801,1990,76.71,1
291949095024801,1991,79.44,1
291949095024801,1992,78.24,1
291949095024801,1993,75.19,1
291949095024801,1995,71.87,1
291949095024801,1996,68.76,1
291949095024801,1997,68.29,1
291949095024801,1998,71.39,1
291949095024801,1999,70.68,1
291949095024801,2000,69.4,1
291949095024801,2001,68.68,1
291949095024801,2002,66.51,1
291949095024801,2003,64.72,1
291949095024801,2004,63.68,1
291949095024801,2005,62.19,2
291949095024801,2006,61.15,1
291949095024801,2008,59.675,2
291949095024801,2010,60.065,2
291949095024801,2011,62.22,1
291949095024801,2013,67.07,2
291949095024801,2015,66.48,1
291949095024801,2016,66.66499999999999,2
291949095024801,2018,66.61,1
291949095024801,2019,65.69999999999999,2
291949095024801,2020,67.16,1
291949095024801,2021,65.64,1
291949095024801,2023,66.59,1
291949095024801,2024,66.265,2
291949095024801,2025,67.4,1
292000094461601,1981,52.0,1
292007094575401,1975,139.06,1
292007094575401,1977,140.0,2
292007094575401,1983,94.42,1
292007094575401,1984,93.6,1
292007094575401,1985,84.79,1
292009095510101,1986,56.71,1
292009095510101,1987,67.15,1
292012095415101,1986,13.27,1
292031095454001,1986,24.37,1
292037095010501,1970,102.85,1
292037095010501,1971,104.075,2
292037095010501,1972,106.78999999999999,2
292037095010501,1973,106.215,2
292037095010501,1975,103.56,2
292037095010501,1976,104.59333333333335,3
292037095010501,1977,105.85999999999999,5
292037095010501,1978,99.0575,4
292037095010501,1979,93.73599999999999,5
292037095010501,1980,92.305,2
292037095010501,1987,72.94,1
292037095010501,1995,61.98,1
292037095010501,1996,48.69,1
292037095010501,1997,59.01,1
292037095010501,1998,60.81,1
292037095010501,1999,61.69,1
292037095010501,2000,62.12,1
292037095010501,2001,61.87,1
292037095010501,2002,59.5,1
292037095010501,2003,55.04,1
292037095010501,2004,58.55,1
292037095010501,2005,55.165,2
292037095010501,2006,54.39,1
292037095010501,2008,52.995000000000005,2
292037095010501,2010,53.650000000000006,2
292037095010501,2011,55.3,1
292037095010501,2013,55.83,2
292037095010501,2015,55.38,1
292037095010501,2016,56.66,2
292037095010501,2018,57.9,1
292037095010501,2019,55.709999999999994,2
292037095010501,2020,58.29,1
292037095010501,2021,56.96,1
292037095010501,2023,56.3,1
292037095010501,2024,54.14,1
292037095010501,2025,59.15,1
292044095464001,1984,32.0,1
292046095004801,1979,1.7516666666666667,6
292046095004801,1980,4.701818181818182,11
292046095004801,1981,4.868,5
292046095004801,1982,4.417142857142857,7
292046095004801,1983,2.5933333333333333,3
292046095004801,1984,1.52,1
292046095004801,1985,1.7,1
292046095004801,1988,6.93,1
292046095004801,1989,3.4,1
292046095004801,1992,2.63,1
292046095004801,1993,4.39,1
292048095491901,1986,83.9,1
292048095491901,1987,84.2,1
292050095010201,1979,3.4842857142857144,7
292050095010201,1980,4.870909090909091,11
292050095010201,1981,4.8759999999999994,5
292050095010201,1982,3.9514285714285715,7
292050095010201,1983,2.7866666666666666,3
292050095010201,1984,0.84,1
292050095010201,1985,1.85,1
292050095010201,1988,6.48,1
292050095010201,1989,4.75,1
292050095010201,1990,5.155,2
292050095010201,1992,3.49,1
292050095010201,1993,4.86,1
292050095010501,1970,116.37,2
292050095010501,1972,131.0,1
292050095010501,1974,109.25999999999999,2
292050095010501,1975,106.79,1
292050095010501,1979,112.21,1
292050095010501,1981,110.805,2
292050095010501,1982,104.48,1
292050095010501,1983,94.76,1
292050095010501,1984,93.86,1
292050095010501,1985,89.3,1
292050095010501,1986,78.13,1
292050095010501,1987,75.38,1
292050095010501,1988,76.36,1
292050095010501,1989,72.67,1
292050095010501,1990,74.04,1
292050095010501,1991,76.66,1
292050095010501,1995,65.04,1
292050095010501,1996,49.71,1
292050095010501,1997,57.96,1
292050095010501,1998,62.91,1
292050095010501,1999,68.87,1
292050095010501,2000,69.11,1
292050095010501,2001,68.97,1
292050095010501,2002,66.52,1
292050095010501,2003,60.28,1
292050095010501,2004,66.32,1
292050095010501,2005,62.33,1
292050095010801,1971,135.57,1
292050095010801,1972,140.325,2
292050095010801,1973,140.32,2
292050095010801,1974,119.66499999999999,2
292050095010801,1975,124.01,2
292050095010801,1976,134.39666666666668,3
292050095010801,1977,132.28625,8
292050095010801,1978,131.07333333333335,9
292050095010801,1979,123.24,8
292050095010801,1980,120.75999999999999,6
292050095010801,1981,115.398,5
292050095010801,1982,112.875,2
292054095371301,1986,94.92,1
292054095371301,1987,92.59,1
292054095371301,1990,94.15,1
292054095371301,1991,100.03,1
292054095371301,1992,93.15,1
292054095371301,1993,91.84,1
292054095371301,1994,91.55,1
292054095371301,1995,90.83,1
292054095371301,1996,91.02,1
292054095371301,1997,91.56,1
292054095371301,1998,91.04,1
292054095371301,1999,91.46,1
292054095371301,2000,92.04,1
292054095371301,2001,93.4,1
292054095371301,2002,93.3,1
292054095371301,2003,91.96,1
292054095371301,2004,91.7,1
292054095371301,2005,90.22,1
292054095371301,2006,93.63,1
292054095371301,2007,93.22,1
292054095371301,2008,90.37,1
292054095371301,2009,88.94,1
292054095371301,2010,90.815,2
292054095371301,2011,97.46,1
292054095371301,2013,96.32,1
292054095371301,2014,97.54,1
292054095371301,2015,93.21,1
292054095371301,2016,91.09,1
292054095371301,2017,91.71,1
292054095371301,2018,90.4,1
292054095371301,2019,90.23,1
292054095371301,2020,95.38,1
292054095371301,2021,89.3,1
292054095371301,2022,90.84,1
292054095371301,2023,91.02,1
292054095371301,2024,103.535,2
292109094562901,1976,165.0,1
292109094562901,1977,167.7375,8
292109094562901,1978,150.0590909090909,11
292109094562901,1979,141.82833333333335,6
292109094562901,1980,139.95875,8
292109094562901,1981,126.45166666666667,6
292109094562901,1982,96.13,2
292109094562901,1983,95.69,2
292109094562901,1984,92.88,3
292109094562901,1985,83.78,1
292109094562901,1986,75.15,1
292109094562901,1987,69.96,1
292109094562901,1988,66.86,1
292109094562901,1989,64.15,1
292109094562901,1990,64.21,1
292109094562901,1991,62.48,1
292109094562901,1992,61.36,1
292138095435801,1970,73.64,1
292138095435801,1971,81.21,1
292138095435801,1972,77.74,1
292138095435801,1973,73.64,1
292138095435801,1974,74.39,1
292138095435801,1975,72.97,1
292138095435801,1976,76.13,1
292138095435801,1977,79.47,1
292138095435801,1978,77.71,1
292138095435801,1979,89.465,2
292138095435801,1980,91.50999999999999,2
292138095435801,1981,91.44,2
292138095435801,1982,90.405,2
292138095435801,1983,99.09,2
292138095435801,1984,98.6,1
292138095435801,1985,79.58500000000001,2
292138095435801,1986,93.68,1
292138095435801,1987,87.53,1
292138095435801,1988,71.65,1
292138095435801,1989,72.36,1
292138095435801,1990,77.8,1
292138095435801,1991,84.46,1
292138095435801,1992,81.22,1
292138095435801,1993,80.19,1
292138095435801,1994,79.82,1
292138095435801,1995,79.68,1
292138095435801,1996,80.84,1
292138095435801,1997,80.59,1
292138095435801,1998,79.94,1
292138095435801,1999,81.32,1
292138095435801,2000,82.48,1
292138095435801,2001,81.5,1
292138095435801,2002,81.06,1
292138095435801,2003,78.86,1
292138095435801,2004,77.72,1
292138095435801,2005,76.73,1
292138095435801,2006,80.54,1
292138095435801,2007,79.71,1
292138095435801,2008,83.26,1
292138095435801,2009,78.17,1
292138095435801,2010,80.525,2
292138095435801,2016,53.42,1
292144095033601,1971,122.53,1
292144095033601,1972,131.32,1
292144095033601,1973,125.58,1
292144095033601,1975,123.9,2
292144095033601,1976,117.484,5
292144095033601,1977,120.68666666666667,3
292144095033601,1978,112.31,1
292144095033601,1979,105.295,2
292144095033601,1980,111.805,2
292144095033601,1981,104.98,1
292144095033601,1982,108.52,1
292144095033601,1983,95.4,1
292144095033601,1984,93.05,1
292144095033601,1985,91.46,1
292144095033601,1986,85.04,1
292144095033601,1987,82.07,1
292144095033601,1988,81.02,1
292144095033601,1989,79.71,1
292144095033601,1990,80.39,1
292144095033601,1991,79.82,1
292144095033601,1992,79.79,1
292144095033601,1995,77.87,1
292144095033601,1996,76.24,1
292144095033601,1997,75.97,1
292144095033601,1998,75.77,1
292144095033601,1999,76.32,1
292144095033601,2000,78.16,1
292144095033601,2001,78.18,1
292144095033601,2003,72.22,1
292146095410301,1991,101.72,1
292146095410301,1995,96.48,1
292146095410301,1996,97.25,1
292146095410301,1997,96.48,1
292146095410301,1998,100.85,1
292146095410301,1999,101.23,1
292146095410301,2000,97.44,1
292146095410301,2001,99.4,1
292146095410301,2002,97.05,1
292146095410301,2003,95.12,1
292146095410301,2004,94.98,1
292146095410301,2005,93.4,1
292146095410301,2006,98.22,1
292146095410301,2007,113.48,1
292146095410301,2008,93.6,1
292146095410301,2009,94.8,1
292146095410301,2010,96.545,2
292146095410301,2011,101.77,1
292146095410301,2012,103.22,1
292146095410301,2015,109.79,1
292146095410301,2016,94.93,1
292146095410301,2017,95.07,1
292146095410301,2018,94.18,1
292146095410301,2019,94.47,1
292147095521001,1986,40.65,1
292147095521001,1987,41.59,1
292151095035901,1970,123.0,1
292151095035901,1971,131.0,1
292151095035901,1972,130.5,2
292151095035901,1973,127.5,2
292151095035901,1974,123.0,2
292151095035901,1975,118.0,2
292151095035901,1976,113.66666666666667,3
292151095035901,1977,115.5,2
292151095035901,1979,110.0,1
292151095035901,1980,106.0,2
292151095035901,1981,105.0,1
292151095035901,1982,106.5,2
292151095035901,1983,100.5,2
292151095035901,1984,99.0,1
292151095035901,1985,94.0,1
292151095035901,1986,92.0,1
292151095035901,1987,90.0,1
292151095035901,1990,85.19,1
292151095035901,1991,84.27,1
292151095035901,1992,80.98,1
292151095035901,1994,78.5,1
292151095035901,1995,87.26,1
292151095035901,1996,76.35,1
292151095035901,1997,76.24,1
292151095035901,1998,75.99,1
292151095035901,1999,72.61,1
292155095041001,1971,136.0,1
292155095041001,1972,135.0,2
292155095041001,1973,125.55000000000001,2
292155095041001,1974,123.72,2
292155095041001,1976,115.33500000000001,4
292155095041001,1977,122.0,1
292155095041001,1978,108.5,1
292155095041001,1979,111.14500000000001,2
292155095041001,1980,127.045,2
292155095041001,1981,110.61,1
292155095041001,1982,98.77,2
292155095041001,1983,95.74000000000001,2
292155095041001,1984,93.1,1
292155095041001,1985,91.45,1
292155095041001,1986,89.4,1
292155095041001,1987,87.31,1
292155095041001,1988,84.76,1
292155095041001,1989,80.19,1
292155095041001,1990,84.77,1
292155095041001,1991,83.78,1
292155095041001,1993,82.07,1
292155095041001,1994,80.07,1
292155095041001,1995,90.21,1
292155095041001,1996,81.08,1
292155095041001,1997,77.5,1
292155095041001,1998,77.15,1
292155095041001,1999,77.69,1
292155095041001,2000,79.0,1
292155095041001,2001,79.18,1
292155095041001,2002,76.06,1
292155095041001,2003,73.65,1
292155095451801,1975,102.0,1
292159095042101,1971,133.0,1
292159095042101,1972,128.5,2
292159095042101,1973,123.5,2
292159095042101,1974,121.5,2
292159095042101,1975,116.0,2
292159095042101,1976,114.6,5
292159095042101,1977,119.0,3
292159095042101,1978,111.0,1
292159095042101,1979,103.5,2
292159095042101,1980,102.5,2
292159095042101,1981,102.0,1
292159095042101,1982,103.0,2
292159095042101,1983,96.0,2
292159095042101,1984,97.0,1
292159095042101,1985,90.0,1
292159095042101,1986,87.0,1
292159095042101,1987,87.0,1
292159095042101,1988,85.0,1
292159095042101,1989,84.0,1
292159095042101,1990,86.0,1
292159095450001,1986,22.56,1
292159095450001,1987,20.46,1
292159095450501,1985,27.34,1
292159095450501,1986,24.98,1
292201095450301,1986,87.12,1
292201095450301,1987,86.2,1
292201095450301,1990,88.72,1
292201095450301,1991,90.25,1
292201095450301,1992,85.97,1
292201095450301,1993,73.25,1
292203095043201,1970,142.47,2
292203095043201,1972,133.21,2
292203095043201,1973,129.56,2
292203095043201,1974,124.86,2
292203095043201,1975,122.48,1
292203095043201,1976,124.50999999999999,2
292203095043201,1977,116.32,1
292203095043201,1979,104.60499999999999,2
292203095043201,1980,100.39,2
292203095043201,1981,109.84,1
292203095043201,1982,104.945,2
292203095043201,1983,97.995,2
292203095043201,1984,99.64,1
292203095043201,1985,95.76,1
292203095043201,1986,94.05,1
292203095043201,1987,89.77,1
292203095043201,1988,88.61,1
292203095043201,1989,86.92,1
292203095043201,1990,88.93,1
292203095043201,1991,87.56,1
292203095043201,1992,82.84,1
292203095043201,1993,81.62,1
292203095043201,1994,81.23,1
292203095043201,1995,89.73,1
292203095043201,1996,84.78,1
292203095043201,1997,83.51,1
292203095043201,1998,82.62,1
292203095043201,1999,80.99,1
292203095043201,2000,80.84,1
292203095043201,2001,80.91,1
292203095043201,2002,76.94,1
292203095043201,2003,74.95,1
292204095042901,1970,138.53,2
292204095042901,1971,136.175,2
292204095042901,1972,133.325,2
292204095042901,1973,130.095,2
292204095042901,1974,128.60500000000002,2
292204095042901,1975,125.14500000000001,2
292204095042901,1976,122.822,5
292204095042901,1977,124.57333333333334,3
292204095042901,1978,116.36,1
292204095042901,1979,108.715,2
292204095042901,1980,105.22999999999999,2
292204095042901,1981,110.41,1
292204095042901,1982,105.81,2
292204095042901,1983,99.825,2
292204095042901,1984,100.07,1
292204095042901,1985,95.64,1
292204095042901,1986,92.42,1
292204095042901,1987,89.27,1
292204095042901,1988,88.5,1
292204095042901,1989,86.15,1
292204095042901,1990,88.805,2
292204095042901,1991,87.33,1
292204095042901,1992,82.98,1
292204095042901,1993,81.36,1
292204095042901,1994,81.04,1
292204095042901,1997,79.02,1
292204095042901,1998,77.75,1
292204095042901,1999,76.11,1
292204095042901,2000,80.44,1
292204095042901,2001,79.17,1
292204095042901,2002,75.94,1
292204095043601,1971,139.075,2
292204095043601,1972,135.5,2
292204095043601,1973,132.195,2
292204095043601,1974,130.66,2
